Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
c2d5ca83-e782-f7d6-8a1e-439c5c12bf44,2001-05-13,,999-44-8727,S99958671,X69298848X,Ms.,Myong12,Rosalee63,Ernser583,,,,black,nonhispanic,F,Upton  Massachusetts  US,649 Mueller Lane Unit 53,Leominster,Massachusetts,Worcester County,25027,01420,42.61726786764619,-71.77979408152831,114355.44,111825.35,122597
8e67fb22-5c2c-d73b-b2c0-b4bb1cd95392,2024-11-27,,999-88-1301,,,,Frankie174,Bryan958,Zulauf375,,,,white,nonhispanic,M,Peabody  Massachusetts  US,1046 Kuhic Bypass,Barnstable,Massachusetts,Barnstable County,25001,02668,41.712977161529764,-70.29661675651619,300.00,4352.31,10267
2fb2fb60-aeff-a9a0-357e-116bc1e3fb43,2002-09-13,,999-48-5971,S99948954,X57991481X,Ms.,Blondell454,Cyrstal592,Dach178,,,,white,nonhispanic,F,Worcester  Massachusetts  US,483 Lockman Parade Suite 2,New Bedford,Massachusetts,Bristol County,25005,02747,41.65860501026046,-70.9453849398154,66274.90,152428.94,28834
97bca6c0-344c-e23c-2444-70a26da21fbd,2001-09-13,,999-85-1120,S99934033,X70062141X,Mr.,Ricardo560,Vicente970,Cortés936,,,,white,hispanic,M,San Jose  San Jose  CR,794 Reichel Route Apt 8,Boston,Massachusetts,Suffolk County,25025,02135,42.315994228391894,-71.13263659954508,75138.56,15178.00,149621
b7947c03-2e51-b85f-1304-cc9c943d059a,1980-06-25,,999-33-8350,S99937322,X50353828X,Mr.,Roberto515,Federico589,Cornejo190,,,S,white,hispanic,M,Port-au-Prince  Haiti  HT,465 Kirlin Corner,Nahant,Massachusetts,Essex County,25009,01908,42.404568028429246,-70.9539080688365,86816.99,26868.59,34903
200ea30b-9a87-1aa8-86b9-42e57e18c306,2012-04-06,,999-72-9677,,,,Marx778,Estell607,Friesen796,,,,white,nonhispanic,F,North Attleborough  Massachusetts  US,488 Kub Mews,Worcester,Massachusetts,Worcester County,25027,01610,42.3962591975455,-71.81945709515497,27414.71,180.57,129486
586880f2-222e-b9c8-a7b5-790d36a1dce5,1998-12-01,,999-38-4163,S99995826,X80323093X,Mr.,Leo278,Ray930,Mraz590,,,,black,nonhispanic,M,Spencer  Massachusetts  US,672 Stiedemann Vista,Leicester,Massachusetts,Worcester County,,00000,42.25738878365552,-71.86623008867222,67394.78,0.00,65706
2b811ea9-95fd-b1f0-85c7-8f4ea06981bc,1946-11-04,,999-96-8938,S99969559,X50632674X,Ms.,Annamarie398,Gladis186,Thiel172,,,S,white,nonhispanic,F,Lawrence  Massachusetts  US,469 Boyer Parade,New Bedford,Massachusetts,Bristol County,25005,02740,41.6279996019087,-70.94470908733948,639217.40,932300.07,46782
44bc7cbd-5b79-9841-30e3-f2cabbc7cba3,1997-06-13,,999-47-6155,S99998965,X71780425X,Mr.,Lauren941,Fermin479,Hammes673,,,M,white,nonhispanic,M,Abington  Massachusetts  US,138 Koss Row,Southborough,Massachusetts,Worcester County,,00000,42.27049163931386,-71.52190262059766,85425.49,17155.45,100455
bbccbbe2-6c7c-44b0-eff2-36c6942e343d,2020-07-02,,999-13-8672,,,,Al123,Byron202,Hegmann834,,,,white,nonhispanic,M,Quincy  Massachusetts  US,680 Hane Orchard,Wakefield,Massachusetts,Middlesex County,25009,01940,42.52461519230073,-71.02193975488431,15029.96,145.07,79344
873bd489-baae-5003-4932-d94104ace6f1,1977-10-01,,999-57-7448,S99936878,X76598428X,Mr.,Jeremiah751,Shelton25,Vandervort697,,,M,white,nonhispanic,M,Boston  Massachusetts  US,373 Kreiger Village,Franklin,Massachusetts,Norfolk County,25021,02038,42.12244411113327,-71.3646108265956,142128.75,20335.98,136626
602eb0cd-93e9-db90-7d45-0e78e39b7199,2004-08-31,,999-13-1975,S99983205,X39084620X,Mr.,Will178,Daren950,Williamson769,,,,white,nonhispanic,M,South Hadley  Massachusetts  US,976 Mitchell Heights Apt 86,Boston,Massachusetts,Suffolk County,25025,02121,42.29694034094245,-71.04954920883837,57563.90,1353.96,105329
286741ad-8998-99f5-32b8-9690631c181a,1946-07-14,,999-39-1232,S99981294,X67790418X,Ms.,Larry532,Randa356,Terry864,,,S,white,nonhispanic,F,Medford  Massachusetts  US,564 Walsh Crossing,Canton,Massachusetts,Norfolk County,,00000,42.192384972395146,-71.13864560575904,257395.30,480262.56,35046
89bcf585-775a-08b3-b4bb-6cfebde1788a,1949-07-15,,999-62-1724,S99925296,X47943057X,Mr.,Darin74,Antonia30,Bergstrom287,,,M,white,nonhispanic,M,Norton Center  Massachusetts  US,311 Schumm Burg,Worcester,Massachusetts,Worcester County,25027,01606,42.21344205220968,-71.85040991191322,223968.64,187770.56,79542
3acf2cd6-df8d-70e4-5568-563e9d14fdd7,1973-02-07,,999-50-1927,S99991000,X9680179X,Mrs.,Lexie163,Jeanelle736,Schamberger479,,Schneider199,M,white,nonhispanic,F,Oxford  Massachusetts  US,1068 Brakus Extension Unit 84,Chelmsford,Massachusetts,Middlesex County,,00000,42.60360560992295,-71.41425122282519,367346.13,367542.92,108573
1ed123fa-5d88-8b9c-be87-5e8a915a0e27,2005-09-30,,999-36-9165,S99932186,X23947256X,Ms.,Kiersten731,Johnette525,Kozey370,,,,white,nonhispanic,F,Natick  Massachusetts  US,700 Osinski Annex Suite 33,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.20289225813283,-71.54222051209642,60204.21,8656.83,80462
a0b5937e-7c37-e26b-6828-5b17163dda63,1997-10-14,,999-57-6986,S99988379,X67378254X,Mrs.,Marcene673,,Rath779,,Wisozk929,M,white,nonhispanic,F,Boston  Massachusetts  US,565 Johns Center,Baldwinville,Massachusetts,Worcester County,25027,01436,42.62398412414507,-72.09234016888983,600809.94,389788.79,49680
eb727343-ca98-1c87-1a1e-5809a6ea9354,1966-08-30,,999-10-7076,S99925414,X14403385X,Ms.,Buffy238,Charissa38,Hilpert278,,,S,white,nonhispanic,F,Leyden  Massachusetts  US,229 Barton Frontage road,Swansea,Massachusetts,Bristol County,,00000,41.75688599731112,-71.21360318439524,772496.10,415374.82,46205
6c361c0e-8bb1-ddc6-0de9-38f488fd169e,1977-06-20,,999-54-7202,S99989287,X29705921X,Mr.,Roscoe437,,Runolfsdottir785,,,M,white,nonhispanic,M,Williamsburg  Massachusetts  US,866 Marquardt Fork Apt 15,Cambridge,Massachusetts,Middlesex County,25017,02138,42.38939501965276,-71.13655611273288,7727.32,157067.94,5754
bedd7092-e841-e070-e35d-1ef69c094450,1963-06-23,,999-74-8475,S99930436,X57904798X,Mrs.,Elana101,Juliane376,Moen819,,Farrell962,M,black,nonhispanic,F,Newton  Massachusetts  US,272 McDermott Ville Unit 62,Easton,Massachusetts,Bristol County,,00000,42.06832614424367,-71.10654600040861,330247.01,362879.80,133683
319d1dd9-e640-4d36-5c34-3936f3b81211,1986-06-06,,999-94-8931,S99937090,X40437117X,Ms.,Many655,Leonora414,Block661,,,S,white,nonhispanic,F,Dartmouth  Massachusetts  US,309 Breitenberg Boulevard Suite 83,Worcester,Massachusetts,Worcester County,25027,01583,42.288312788231444,-71.86668508507023,348416.58,427102.23,39120
90b8bbbc-2ec3-5141-d917-9815bbdef978,2015-07-26,,999-57-3918,,,,Tad831,Efrain317,Pagac496,,,,asian,hispanic,M,Barnstable  Massachusetts  US,305 Schroeder Vista,Westford,Massachusetts,Middlesex County,,00000,42.54857118841074,-71.40099317461983,29941.04,0.00,55597
2d86f6d5-b9f9-2e58-53da-611de4505b51,1969-03-14,,999-14-6637,S99911934,X9261434X,Mr.,Clay913,Rory188,Fahey393,,,M,asian,nonhispanic,M,Harwich  Massachusetts  US,692 Blick Hollow,Wrentham,Massachusetts,Norfolk County,,00000,42.05783019512545,-71.30705314020477,123755.70,130355.92,242153
844ae4f7-1e25-e1b8-c761-e7d79c661552,2009-03-26,,999-75-5831,S99978549,,,Ozzie259,Abdul218,Anderson154,,,,white,nonhispanic,M,Brockton  Massachusetts  US,812 Block Route Apt 19,Quincy,Massachusetts,Norfolk County,25021,02186,42.25758046744457,-70.9570171384775,27648.91,9592.38,52683
a8e38b40-f0c3-85d2-1db7-9c1b9a277bc8,1985-05-31,,999-88-3431,S99961033,X72089309X,Mr.,Mitch821,Cruz300,Strosin214,,,M,white,hispanic,M,Marblehead  Massachusetts  US,230 Bradtke Camp Apt 97,Rowley,Massachusetts,Essex County,25009,01969,42.753725917343246,-70.89089089486637,80548.62,1272.62,111098
4534188c-87c7-c31a-ba78-ddc684b2e39d,1951-12-22,,999-50-1899,S99936168,X83462466X,Mrs.,Theresia791,Lucile200,Langosh790,,Morissette863,M,white,nonhispanic,F,Southbridge  Massachusetts  US,500 Johnston Rapid,Brockton,Massachusetts,Plymouth County,25023,02301,42.12396719983815,-70.96035641609524,26718.81,1452800.09,1932
625a1e25-2a86-2ce1-e603-3daf4cb00585,2011-10-15,,999-52-4640,,,,Marin763,Margot418,Fay398,,,,white,nonhispanic,F,Lynn  Massachusetts  US,669 Heaney Fort,Sandwich,Massachusetts,Barnstable County,25001,02563,41.678029739953345,-70.47649038854706,33804.05,658.71,45738
25356489-8f3d-733c-fc6c-423cbb03de0a,1989-10-09,,999-74-6321,S99986540,X12847226X,Mr.,Sherwood961,Nathan164,Renner328,,,D,white,nonhispanic,M,Wendell  Massachusetts  US,451 Moore Track Suite 75,Boston,Massachusetts,Suffolk County,25017,02467,42.42256154062772,-71.01827322404075,83782.89,23365.08,60178
98403fd9-7518-67c2-4f3b-e8359141c355,1954-03-22,,999-75-4408,S99958089,X14265485X,Mrs.,Salley758,Meghan514,Cronin387,,Mann644,D,white,nonhispanic,F,Walpole  Massachusetts  US,867 Armstrong Way Apt 76,Marlborough,Massachusetts,Middlesex County,25017,01752,42.32606783030181,-71.5033791126924,611161.06,254032.23,120402
0169a7e4-ab7f-f341-649f-4cc83e1ccddd,1968-12-24,2022-05-19,999-85-2391,S99923199,X41592503X,Mr.,Ali918,Gregorio366,Bailey598,,,M,white,nonhispanic,M,Whitman  Massachusetts  US,697 Kshlerin Key,Wakefield,Massachusetts,Middlesex County,25017,01880,42.540597024605106,-71.0400171273336,11527.84,307290.48,11267
ad13e5b3-a869-fcef-8900-3d13f12a9b56,2022-08-12,,999-37-3590,,,,José3,Pedro316,Escamilla823,,,,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,253 Schinner Spur Unit 37,Boston,Massachusetts,Suffolk County,25025,02136,42.34634038378883,-71.11191460415174,14566.98,182.17,939048
063a72ef-ffd9-66a0-ac57-8bab8868629f,1956-01-12,,999-64-7975,S99946077,X55018389X,Mrs.,Camellia58,Majorie11,Rice937,,Quigley282,D,white,nonhispanic,F,Ocean Grove  Massachusetts  US,1005 Doyle Rest Unit 68,New Bedford,Massachusetts,Bristol County,25005,02747,41.58244787392971,-71.01273043539742,19212.13,1319304.78,10100
80a27bdf-819b-ce3d-eece-9a304acef1f2,1956-06-23,,999-31-2473,S99994690,X88736627X,Mrs.,Barbara209,Isabel214,Segovia340,,Noriega353,D,white,hispanic,F,Marigot  Saint Andrew Parish  DM,514 McCullough Loaf Suite 13,Wenham,Massachusetts,Essex County,,00000,42.62906914541535,-70.87606852149813,712191.14,137362.22,59847
50c9d7eb-850f-10e4-7fd3-39c968603ecc,2009-06-23,,999-70-1217,S99970863,,,Tracee120,Regina408,Hamill307,,,,black,nonhispanic,F,Quincy  Massachusetts  US,911 Okuneva Boulevard Apt 52,Westborough,Massachusetts,Worcester County,25027,01581,42.219566645911875,-71.61190720600983,58184.44,7178.74,85024
d311969f-d4f8-20af-3b62-e901a0ba43ca,1976-10-28,,999-26-7154,S99948409,X35124825X,Mr.,Jan231,Darren774,Greenholt190,,,W,black,nonhispanic,M,Barre  Massachusetts  US,439 Huel Pathway,Waltham,Massachusetts,Middlesex County,25017,02452,42.43447952008749,-71.21186653387723,94275.84,0.00,75794
520f2284-bd0d-1207-4db3-d4322237e5e8,2003-08-30,,999-81-5894,S99922182,X80841455X,Mr.,Giovanni385,Adrian111,Volkman526,,,,white,nonhispanic,M,Boston  Massachusetts  US,112 Lueilwitz Vale Unit 28,Somerville,Massachusetts,Middlesex County,25017,02140,42.42455835215803,-71.09408724320193,34581.03,30962.00,72512
a2f9c654-5a00-8c0c-91b7-8e701d828ec9,1992-08-29,,999-21-6034,S99927306,X40708668X,Mr.,Luke971,Armand155,Reichel38,,,M,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,1088 Kulas Bay,Hudson,Massachusetts,Middlesex County,25017,01749,42.40299910862671,-71.53130277925884,7127.66,112950.77,14822
4fd41364-a81a-89bb-7043-2b13b5e6d0bc,1970-07-18,,999-29-8753,S99994313,X40237926X,Mrs.,Delores12,Eladia866,Towne435,,Harber290,M,white,nonhispanic,F,Boston  Massachusetts  US,590 Bosco Fork,Belmont,Massachusetts,Middlesex County,25017,02472,42.38302881889681,-71.15074169498091,221937.53,45990.89,119217
c4102d86-703c-d889-db7c-a09aeb4cd4b8,1996-01-25,,999-30-2555,S99929376,X54230043X,Ms.,Salley758,Tangela812,Jacobi462,,,S,white,nonhispanic,F,Billerica  Massachusetts  US,775 Schneider Annex,Taunton,Massachusetts,Bristol County,25005,02767,41.92634062981832,-71.04915092494285,59345.45,152245.57,70683
c387c555-0ac7-790a-9476-47bf6bd8fe48,2005-03-15,,999-83-6825,S99939770,X36873658X,Mr.,Alex454,Dusty207,Heller342,,,,black,nonhispanic,M,Holliston  Massachusetts  US,101 Kshlerin Heights Apt 56,Weston,Massachusetts,Middlesex County,,00000,42.35423002061011,-71.30225900976923,62927.87,8140.99,378001
7514e64d-b349-372d-908b-62d7c6cf06a3,1968-12-24,,999-78-1741,S99967667,X64514790X,Mr.,Dallas143,David908,Reilly981,,,M,white,nonhispanic,M,Milford  Massachusetts  US,603 Roob Wynd Unit 9,Wakefield,Massachusetts,Middlesex County,25017,01880,42.547262353915094,-71.03034499461013,12007.76,168389.00,11267
3d33c196-1ec4-d206-5c25-b4be26aedb93,1974-11-18,,999-51-8047,S99969510,X33983804X,Mrs.,Mary779,Dakota806,Lindgren255,,Fadel536,M,asian,nonhispanic,F,Hudson  Massachusetts  US,726 Hintz Ferry Apt 47,Uxbridge,Massachusetts,Worcester County,,00000,42.09418485680944,-71.64567285736914,210602.55,520329.76,26871
252dfd02-c258-470f-a8ad-3e2cbf078905,1986-06-18,,999-22-8684,S99937838,X1897517X,Mr.,Ezra452,Phillip440,Considine820,,,S,black,nonhispanic,M,Gloucester  Massachusetts  US,554 Bashirian Manor Unit 64,Belmont,Massachusetts,Middlesex County,25017,02472,42.4144293132222,-71.1811121704352,437912.75,261730.44,86831
b7ecc7a6-3090-aad8-e60e-5ca304398d98,1997-02-05,,999-57-8843,S99917838,X19234498X,Mrs.,Lelah386,Alejandra902,Schamberger479,,McGlynn426,M,white,nonhispanic,F,Burlington  Massachusetts  US,844 Ledner Harbor,West Springfield,Massachusetts,Hampden County,25013,01089,42.11478521371037,-72.6934619150504,152001.38,297726.46,96772
658354eb-711c-2ae3-0af5-662bb366ac3d,1963-08-02,1968-04-12,999-44-3034,,,,Delbert384,Geraldo282,Kautzer186,,,,white,nonhispanic,M,Concord  Massachusetts  US,152 McLaughlin Extension Apt 48,Everett,Massachusetts,Middlesex County,25017,02148,42.474168958806075,-71.09360057632246,28213.95,13920.71,56902
a80eb175-5d23-022e-da98-a8ac29ae44cb,1958-11-21,,999-71-8350,S99943117,X50847642X,Mrs.,Racheal820,Madie300,Heaney114,,Zieme486,M,white,nonhispanic,F,North Reading  Massachusetts  US,282 Moore Ville Suite 38,Worcester,Massachusetts,Worcester County,25027,01545,42.29054167373013,-71.82208497754442,613064.81,297203.71,42979
9ce9fa73-274b-ad6d-e334-c580596da7d8,2016-04-06,,999-86-8967,,,,Jordon466,Eddie505,Konopelski743,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,514 Parker Walk,Seekonk,Massachusetts,Bristol County,,00000,41.86548875919441,-71.29194897321297,24419.91,21406.22,47949
fefa7b73-b92e-a89d-7f65-9e0468cd0ab6,2000-09-20,,999-88-5041,S99986886,X25098509X,Ms.,Tricia672,Maegan141,Schimmel440,,,,white,nonhispanic,F,Carlisle  Massachusetts  US,615 Kshlerin Common,Weymouth,Massachusetts,Norfolk County,25021,02189,42.225769029624914,-70.92184012668348,80675.77,322727.39,68681
34f77884-568d-5ae3-27db-1d4b1f925cdb,1986-12-26,,999-41-7369,S99916833,X12726065X,Mr.,Joshua658,Fernando603,Metz686,,,D,white,nonhispanic,M,Marlborough  Massachusetts  US,939 Stamm Frontage road Apt 9,Lowell,Massachusetts,Middlesex County,25017,01854,42.6400228405413,-71.32757946500028,117485.90,35057.81,102327
022876cc-08d2-25e2-6200-dad14a2a9a12,2017-04-14,,999-48-5606,,,,Portia383,Ami949,Fahey393,,,,white,nonhispanic,F,Boston  Massachusetts  US,998 Hamill Flat,Medford,Massachusetts,Middlesex County,25017,02155,42.44288638774434,-71.09210006222838,19429.16,0.00,35376
4961e2dd-7885-f4a5-2cae-121ba4749f01,1998-03-28,,999-18-4705,S99985894,X68773795X,Mr.,Allen322,Len277,Heidenreich818,,,M,white,nonhispanic,M,Grafton  Massachusetts  US,608 O'Connell Rapid,Townsend,Massachusetts,Middlesex County,25017,01469,42.66539797106826,-71.70134852060232,81335.35,0.00,93213
8bd42d85-3325-546f-577a-480719f84e8f,1984-08-30,,999-54-8242,S99944636,X67197279X,Mr.,Luis923,,Greenfelder433,,,M,white,nonhispanic,M,Hatfield  Massachusetts  US,629 Schuppe Rapid Apt 48,New Bedford,Massachusetts,Bristol County,25005,02745,41.6157157951055,-70.87709386372723,8960.10,115467.39,5476
89dbb470-b4dd-4ee8-fa3d-625d8b572b68,1967-11-14,2006-08-01,999-99-8607,S99997748,X53171713X,Mr.,Rico947,Augustus49,Zemlak964,,,D,white,nonhispanic,M,Paxton  Massachusetts  US,903 Hane Overpass,Billerica,Massachusetts,Middlesex County,,00000,42.547894555822765,-71.21658260955566,280266.90,685885.17,55038
cfc5e4d9-99c5-81f1-c4af-77f39b93971e,1955-10-11,2019-05-09,999-43-5561,S99979707,X71749151X,Ms.,Keturah238,Sheron583,Conroy74,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,935 Hills Parade Suite 88,Worcester,Massachusetts,Worcester County,25027,01610,42.27429251160195,-71.79283450899896,1052601.83,192851.06,60574
34300c46-9c5d-8573-d793-3c108ca3acef,1988-06-01,,999-20-6701,S99919696,X9865510X,Mrs.,Sarai636,Lyndsey828,Adams676,,Blanda868,M,white,hispanic,F,Worcester  Massachusetts  US,172 Toy Harbor Suite 42,Worcester,Massachusetts,Worcester County,25027,01606,42.2900311244507,-71.82387466345682,169140.97,527993.93,91955
320c2544-2a43-9ee9-1ea5-454aca6d2e44,1951-05-24,,999-23-7661,S99916859,X5379611X,Mr.,Chas63,Hunter736,Brekke496,,,M,white,nonhispanic,M,Westport  Massachusetts  US,164 Walker Annex Apt 60,Hanover,Massachusetts,Plymouth County,,00000,42.16561094605322,-70.82291431793993,85304.69,187606.35,971996
9533ddda-5261-8569-6a88-615955d2da46,1971-06-20,,999-10-3606,S99979180,X51591270X,Mrs.,Tillie335,Han309,Connelly992,,Bahringer146,M,white,nonhispanic,F,Everett  Massachusetts  US,439 Crist Common Unit 49,West Springfield,Massachusetts,Hampden County,25013,01089,42.16739831168662,-72.60986668390741,13323.78,830991.93,16479
750a54aa-727f-58c1-5f0e-6718d57ef2b6,2003-10-09,,999-36-8402,S99921197,X71176912X,Mr.,Florentino8,Garfield38,Jast432,,,,asian,nonhispanic,M,Boston  Massachusetts  US,302 Adams Camp Suite 86,Cambridge,Massachusetts,Middlesex County,25017,02142,42.332838093387146,-71.1170471510407,58097.84,251.95,68193
6ece32d1-d114-f559-6a46-7a8a6687bb58,1957-02-24,,999-75-7775,S99972835,X20124042X,Mr.,Cary869,Juan88,Dare640,,,M,white,nonhispanic,M,Longmeadow  Massachusetts  US,814 Frami Light Apt 63,Burlington,Massachusetts,Middlesex County,25017,01730,42.517556053930356,-71.3022437063538,1173399.36,3058917.40,54291
56323b95-dfa9-4b09-ee77-c1102e8432fa,1959-06-12,2014-08-01,999-46-6266,S99996785,X22492828X,Mrs.,Jerlene697,Porsche32,Zemlak964,,Hammes673,M,white,nonhispanic,F,Chicopee  Massachusetts  US,776 Bartell Parade Unit 21,Framingham,Massachusetts,Middlesex County,25017,01702,42.312136696802916,-71.40815767807949,18222.35,568485.75,17717
5e36cedd-7f30-a453-4c6d-3ce0723d886d,2011-02-14,,999-56-7239,,,,Jonnie215,Michelle423,Wintheiser220,,,,white,hispanic,F,Belchertown  Massachusetts  US,935 Dickens Pathway Unit 31,Wilbraham,Massachusetts,Hampden County,25013,01095,42.10913291790347,-72.38859160917913,25752.46,24459.26,483468
b53656af-ecf5-037c-c0bf-39ed9339fead,1998-03-16,,999-27-9168,S99928431,X27775050X,Mrs.,Guillermina633,Micaela928,Alfaro627,,Sisneros410,M,black,hispanic,F,Roseau  Saint George  DM,893 Prohaska Quay,Boston,Massachusetts,Suffolk County,25025,02114,42.299292867231216,-71.13687993737665,6754.62,210291.20,19529
2a4d4fd7-30ba-a70c-7a4a-f2decf1cc2bc,2025-05-09,,999-36-7592,,,,Shirley182,Cordie578,Reilly981,,,,white,nonhispanic,F,Fall River  Massachusetts  US,245 Volkman Branch Suite 49,Somerset,Massachusetts,Bristol County,25005,02726,41.73846466180168,-71.19454074590949,4149.08,0.00,112321
07e32cff-0008-7694-d857-40eeb06017e4,1967-11-14,,999-88-8056,S99975567,X11645156X,Mr.,Clarence5,Duane703,Bergnaum523,,,D,white,nonhispanic,M,Arlington  Massachusetts  US,490 Ledner Corner,Billerica,Massachusetts,Middlesex County,,00000,42.55408586938871,-71.27317057088247,135617.39,41918.10,55038
e3f649f4-1485-dc2b-b826-394414f8d6af,1973-03-03,,999-77-8686,S99961902,X61397357X,Mr.,Matt836,Hershel911,Abbott774,,,M,white,nonhispanic,M,Boston  Massachusetts  US,343 MacGyver Mall Suite 27,Haverhill,Massachusetts,Essex County,25009,01830,42.74104507004306,-71.04876877845025,168347.25,0.00,40661
